Index,Positive,Pos Freq,Negative,Neg Freq,Word,Word Freq
489,empty,1,mistake,0.19414346000000002,committee,729271
490,empty,1,undisclosed,0.19379248000000002,economic,729093
491,empty,1,inaccuracy,0.1916704,par,728471
492,empty,1,delisted,0.18907326,disclosed,727833
493,empty,1,disrupted,0.1882029,reasonably,725404
494,empty,1,lapsed,0.18702776,preparation,723864
495,empty,1,violating,0.18702459999999999,fund,723241
496,empty,1,disallowed,0.18666436,industry,723102
497,empty,1,dropped,0.18572715,acquired,722927
498,empty,1,omits,0.18570509999999998,issuance,722800
499,empty,1,inefficiencies,0.18420496,transaction,722305
500,empty,1,losing,0.1831989,parties,722225
501,empty,1,suspending,0.18199896000000002,indicative,722067
502,empty,1,purporting,0.18114195,ending,721993
503,empty,1,stoppage,0.18089315,short,721534
504,empty,1,encumbering,0.1799116,substantially,721530
505,empty,1,disallowance,0.1797349,particularly,719047
506,empty,1,purports,0.17865453,controls,718918
507,empty,1,refused,0.17865144,index,718401
508,empty,1,dismissing,0.17768212,auditors,716863
509,empty,1,nondisclosure,0.17736796000000002,light,715408
510,empty,1,unnecessary,0.17659867999999998,otherwise,713830
511,empty,1,argument,0.17621493,regulations,713304
512,empty,1,markdowns,0.17539002,line,713190
513,empty,1,neglect,0.17199188999999998,ensure,712513
514,empty,1,enjoining,0.16936969,us,712214
515,empty,1,distress,0.16931551,maintaining,711870
516,empty,1,broken,0.16523298,design,711334
517,empty,1,clawback,0.16479342,established,710806
518,empty,1,purportedly,0.16387448,although,710392
519,empty,1,disciplinary,0.16270725,anticipated,710198
520,empty,1,burdensome,0.16162943999999999,five,709533
521,empty,1,collusion,0.16061674,evaluation,709301
522,empty,1,inaction,0.16045558999999998,some,708600
523,empty,1,breakdowns,0.15930644,out,708415
524,empty,1,overpayment,0.15858045,prices,708124
525,empty,1,unrest,0.15654552,reference,706880
526,empty,1,illiquidity,0.15316158000000002,thereto,706548
527,empty,1,kickback,0.15098292,expenditures,705941
528,empty,1,postponed,0.14899752,adverse,704791
529,empty,1,unacceptable,0.14868168,gross,704567
530,empty,1,unaware,0.14855478,officers,704220
531,empty,1,faulty,0.14772732000000002,summary,702896
532,empty,1,unforeseeable,0.14749128,benefit,702483
533,empty,1,incapable,0.1466584,event,701471
534,empty,1,downtime,0.146566,extent,701458
535,empty,1,curtailed,0.1464596,higher,701005
536,empty,1,disqualification,0.1445739,did,700045
537,empty,1,incidence,0.14335581,generated,699666
538,empty,1,usury,0.13971048,presents,699566
539,empty,1,willfully,0.13754605,amortization,698941
540,empty,1,renegotiate,0.13315823999999998,customers,698702
541,empty,1,depress,0.13217805999999999,percentage,698684
542,empty,1,interrupted,0.13162285,page,696940
543,empty,1,disturbance,0.13042656,markets,696094
544,empty,1,investigated,0.12820183999999998,provision,695724
545,empty,1,slowing,0.12762378,private,695600
546,empty,1,deceptive,0.12576004000000002,accumulated,695557
547,empty,1,destroy,0.12565126000000001,rights,695551
548,empty,1,nuisance,0.12551140000000002,misleading,695419
549,empty,1,convicted,0.12542334000000002,growth,693115
550,empty,1,threatening,0.12537931000000002,laws,691616
551,empty,1,rationalization,0.12446436,litigation,691354
552,empty,1,disgorgement,0.12351677,increases,691352
553,empty,1,renegotiation,0.12243968000000001,historical,691219
554,empty,1,denies,0.12159165000000001,benefits,690076
555,empty,1,imbalance,0.12151005000000001,then,689246
556,empty,1,complications,0.12147690000000001,reduced,689211
557,empty,1,slowly,0.12061697999999998,performing,689091
558,empty,1,arguments,0.12060173999999999,receivable,688308
559,empty,1,secrecy,0.12055856,consisting,687194
560,empty,1,unsold,0.11980309,large,686672
561,empty,1,corruption,0.11866176,effectiveness,686462
562,empty,1,vulnerability,0.11804279000000001,complete,685875
563,empty,1,manipulation,0.1177692,fixed,685822
564,empty,1,hurt,0.1171375,bank,685500
565,empty,1,counterclaims,0.11709750000000001,maintain,685055
566,empty,1,dishonor,0.11697750000000001,appropriate,684262
567,empty,1,unplanned,0.116885,excess,683931
568,empty,1,suffering,0.11581736999999999,commitments,683281
569,empty,1,embezzlement,0.11516624,employee,682825
570,empty,1,deteriorating,0.11502984,independent,682798
571,empty,1,bankruptcies,0.11491824,levels,682267
572,empty,1,bribery,0.11437335,demand,681922
573,empty,1,refuses,0.1124207,establishing,680352
574,empty,1,tightening,0.11225165,compliance,679224
575,empty,1,forego,0.11122739999999999,certification,679153
576,empty,1,slowed,0.11040462,stockholders,678453
577,empty,1,misrepresentations,0.10976394,significantly,677127
578,empty,1,standstill,0.1096623,issuer,677036
579,empty,1,cautions,0.10618846,purchased,675591
580,empty,1,detriment,0.10617180000000001,involves,674689
581,empty,1,disadvantageous,0.10588144000000001,obligation,674013
582,empty,1,worst,0.10513083000000001,depreciation,673471
583,empty,1,invalidating,0.10492938,next,673409
584,empty,1,stopped,0.10412083999999999,basic,673155
585,empty,1,demolition,0.1031462,amendment,673154
586,empty,1,underfunded,0.1025856,attributable,672934
587,empty,1,disruptive,0.10227672,evaluated,672232
588,empty,1,conspiracy,0.10088056,exercise,670430
589,empty,1,deteriorated,0.10069031999999999,discussed,669199
590,empty,1,summons,0.10058824,resulted,669162
591,empty,1,correcting,0.09977121,diluted,667207
592,empty,1,risky,0.09743352000000001,original,666938
593,empty,1,underperforming,0.09662482,certify,666094
594,empty,1,postponement,0.09651132,equal,666001
595,empty,1,malpractice,0.09550534,distribution,665106
596,empty,1,barrier,0.09538104,insurance,663238
597,empty,1,disproportionately,0.09486900000000001,shareholders,663100
598,empty,1,inadvertent,0.09482625,primary,661636
599,empty,1,alienation,0.09402624000000001,six,660461
600,empty,1,reassessment,0.09320508,carrying,660379
601,empty,1,unscheduled,0.09301775999999999,contracts,659968
602,empty,1,unsatisfied,0.0920745,substantial,659906
603,empty,1,alerting,0.09159124,specific,658345
604,empty,1,uncollected,0.09120228,product,657951
605,empty,1,injurious,0.09070600000000001,contract,657397
606,empty,1,injured,0.08968488000000001,plus,657202
607,empty,1,subpoenas,0.08903992,sources,657158
608,empty,1,sharply,0.0889985,audited,657014
609,empty,1,barred,0.08874125999999999,office,656410
610,empty,1,contraction,0.08819531,reduction,656128
611,empty,1,assertions,0.08738064000000001,my,655228
612,empty,1,lapses,0.08651600000000001,fraud,654226
613,empty,1,unsuitable,0.08649235000000001,indicated,652405
614,empty,1,catastrophes,0.08472075,reduce,651867
615,empty,1,resignations,0.08413432,obtain,651631
616,empty,1,interrupt,0.08344206,sell,651364
617,empty,1,turmoil,0.0823473,receive,651282
618,empty,1,distraction,0.08160614,expect,650916
619,empty,1,impairing,0.08107008,untrue,650673
620,empty,1,restating,0.08031393,recognition,650367
621,empty,1,disagree,0.08024976,selling,649844
622,empty,1,resigning,0.08021664,account,648770
623,empty,1,questionable,0.07866669999999999,initial,648424
624,empty,1,unremedied,0.07698369000000001,arrangements,647510
625,empty,1,oppose,0.07641054,activity,646520
626,empty,1,escalating,0.07632974000000001,become,646519
627,empty,1,imbalances,0.07548152999999999,several,646339
628,empty,1,disapprove,0.074932,omit,645890
629,empty,1,illegible,0.0749,consist,645590
630,empty,1,undetected,0.07477,possible,645233
631,empty,1,unliquidated,0.07413546,functions,645177
632,empty,1,incorrectly,0.07408969,vice,645105
633,empty,1,restates,0.07348572,investing,644033
634,empty,1,complicated,0.07261026000000001,able,643860
635,empty,1,deviation,0.07205744,granted,643547
636,empty,1,deviations,0.0719908,greater,642715
637,empty,1,inadvertently,0.07116135,customer,642604
638,empty,1,confined,0.07105995,supervision,642345
639,empty,1,writedown,0.07098585,review,642238
640,empty,1,allegation,0.06981196,where,641973
641,empty,1,irregularities,0.06976757,estimate,641842
642,empty,1,prosecuted,0.06912768,entity,641827
643,empty,1,refusing,0.06890879999999999,role,641299
644,empty,1,harassment,0.06884736,deficiencies,640447
645,empty,1,endangered,0.0674614,vote,639411
646,empty,1,controversies,0.06681527999999999,written,639325
647,empty,1,criticized,0.0662888,adequate,638592
648,empty,1,discontinuing,0.06530414,efforts,638358
649,empty,1,grievance,0.0648675,marketing,638088
650,empty,1,opportunistic,0.06473916,must,637840
651,empty,1,breaks,0.06344136,best,637314
652,empty,1,enjoined,0.06272508,ownership,636732
653,empty,1,defamation,0.06263358000000001,loan,636412
654,empty,1,detention,0.0624945,support,635630
655,empty,1,warnings,0.062142079999999995,wholly,635510
656,empty,1,subjecting,0.062047439999999995,class,635309
657,empty,1,relinquishment,0.0620074,off,635209
658,empty,1,writedowns,0.06133547,timely,634369
659,empty,1,prejudiced,0.06126669,experience,632929
660,empty,1,hostile,0.06122687,needs,632741
661,empty,1,deprive,0.05996858,course,631294
662,empty,1,divulge,0.059914880000000004,concluded,631261
663,empty,1,erroneous,0.059243739999999996,represents,631243
664,empty,1,relinquished,0.059176099999999995,balances,631075
665,empty,1,impractical,0.057904000000000004,identified,630788
666,empty,1,wrongfully,0.05738075,valuation,629327
667,empty,1,diverted,0.05738075,them,629017
668,empty,1,suffers,0.057148,many,628391
669,empty,1,markdown,0.056751840000000005,directly,628005
670,empty,1,shrinkage,0.056736180000000004,issue,627795
671,empty,1,unapproved,0.05599664,determine,627392
672,empty,1,lacks,0.055427000000000004,accounted,627053
673,empty,1,protracted,0.05487048,cannot,624574
674,empty,1,unsatisfactory,0.054819179999999995,approved,624356
675,empty,1,severed,0.05473197,adoption,623839
676,empty,1,objecting,0.05469777,lease,623745
677,empty,1,tolerated,0.054658439999999996,consideration,623166
678,empty,1,unstable,0.0541943,direct,622329
679,empty,1,undesirable,0.053975,dividends,621883
680,empty,1,premature,0.053975,unless,621541
681,empty,1,detract,0.053975,overall,621232
682,empty,1,threaten,0.0539597,facilities,620455
683,empty,1,shutdowns,0.05352399,so,620166
684,empty,1,unduly,0.053463149999999994,day,619761
685,empty,1,oversupply,0.05292168,system,619682
686,empty,1,dangerous,0.05279904,quantitative,619359
687,empty,1,malicious,0.05277048,commercial,619111
688,empty,1,pleadings,0.05272512,occur,618888
689,empty,1,disapproval,0.0510708,director,618739
690,empty,1,misappropriated,0.051013050000000004,place,618300
691,empty,1,liquidations,0.0508431,contains,617948
692,empty,1,dissent,0.04982584,majority,617837
693,empty,1,inconsistencies,0.049757380000000004,qualitative,617569
694,empty,1,curtailments,0.049721520000000005,complies,615930
695,empty,1,weaken,0.04864454,minimum,614751
696,empty,1,litigations,0.04861717,maturity,614459
697,empty,1,retaliation,0.04839499,summarize,614253
698,empty,1,pleas,0.047847999999999995,four,614159
699,empty,1,degradation,0.0478112,life,613106
700,empty,1,litigated,0.0474138,own,613014
701,empty,1,worthless,0.04741221,conclusions,612279
702,empty,1,unrecovered,0.046709539999999994,accelerated,611833
703,empty,1,slowdowns,0.0466732,expects,610539
704,empty,1,defended,0.046658979999999996,reflected,609853
705,empty,1,lying,0.0466179,respective,609525
706,empty,1,discouraging,0.04626319,deemed,608981
707,empty,1,expropriation,0.04617213,least,608203
708,empty,1,recessionary,0.04615643,contingent,607975
709,empty,1,plead,0.04603083,major,607753
710,empty,1,exacerbated,0.04499495,description,607657
711,empty,1,dissenting,0.04442746,base,606298
712,empty,1,impairs,0.044251900000000004,weaknesses,605990
713,empty,1,discrepancy,0.04424112,facility,605832
714,empty,1,eviction,0.043315440000000004,finance,605120
715,empty,1,overstated,0.04331088,dates,605062
716,empty,1,disputing,0.04315432,stated,604314
717,empty,1,wrong,0.043152800000000005,certifying,604141
718,empty,1,downsizing,0.042793399999999995,registration,603292
719,empty,1,pleading,0.0420345,conformity,603170
720,empty,1,perils,0.04166785,group,601252
721,empty,1,indefeasible,0.0408702,former,601231
722,empty,1,intrusion,0.04057053,different,600971
723,empty,1,deliberate,0.04056465,high,600651
724,empty,1,malfunction,0.04056318,gain,600617
725,empty,1,faults,0.040555829999999994,given,599874
726,empty,1,danger,0.04052496,actions,599810
727,empty,1,worse,0.040523489999999995,right,599295
728,empty,1,distract,0.04039413,effects,598424
729,empty,1,drought,0.04031181,values,598314
730,empty,1,inaccuracies,0.03987406,anticipate,598095
731,empty,1,objected,0.039473350000000004,charge,597999
732,empty,1,disturbances,0.03882672,program,597784
733,empty,1,misappropriate,0.03881088,continuing,597087
734,empty,1,repossessions,0.03876768,computed,596078
735,empty,1,doubts,0.0387288,changed,595640
736,empty,1,opposing,0.03870144,purpose,595236
737,empty,1,disregard,0.03869712,consists,592729
738,empty,1,inadequately,0.0386784,competitive,591570
739,empty,1,deficient,0.03836833,charges,591484
740,empty,1,warn,0.0382954,fee,591186
741,empty,1,overpayments,0.03821675,involve,590601
742,empty,1,reluctant,0.03774502,pricing,589941
743,empty,1,ill,0.0377365,comprehensive,589602
744,empty,1,worsen,0.037701,terms,588408
745,empty,1,halt,0.03769674,located,588225
746,empty,1,disqualifying,0.037308600000000004,law,586329
747,empty,1,infringements,0.03727194,allow,585846
748,empty,1,disagrees,0.037242330000000004,purchases,583883
749,empty,1,onerous,0.03609413,allowance,583449
750,empty,1,persist,0.03510762,application,582536
751,empty,1,sabotage,0.03469088,title,582231
752,empty,1,unmarketable,0.034538559999999996,realized,582110
753,empty,1,persistent,0.0341982,adjusted,582012
754,empty,1,poses,0.034182,participation,581358
755,empty,1,incompetent,0.03404295,represent,581058
756,empty,1,discrepancies,0.0340281,components,580588
757,empty,1,layoff,0.034009199999999996,return,579788
758,empty,1,unpredictability,0.03368894,registered,578504
759,empty,1,wasted,0.03319946,schedule,577768
760,empty,1,litigate,0.03316621,acquire,577099
761,empty,1,interfering,0.03265548,submitted,575905
762,empty,1,collision,0.032505,agreed,575563
763,empty,1,missed,0.03222469,policy,575544
764,empty,1,debarment,0.03215919,individual,575176
765,empty,1,dissatisfaction,0.032117269999999996,offering,574795
766,empty,1,artificially,0.0315458,standard,574051
767,empty,1,imprisonment,0.0315432,providing,573356
768,empty,1,suing,0.03109803,foreign,571808
769,empty,1,contends,0.03024886,zip,571582
770,empty,1,collapse,0.029233750000000003,regulatory,571147
771,empty,1,deviate,0.02869236,involved,571110
772,empty,1,discontinues,0.0286688,closing,571062
773,empty,1,vandalism,0.0283638,competition,570515
774,empty,1,peril,0.028292460000000002,making,570187
775,empty,1,adversary,0.028283850000000003,evaluating,569862
776,empty,1,pretrial,0.028280160000000002,comparable,569723
777,empty,1,idled,0.02791604,action,569603
778,empty,1,worsening,0.027785499999999998,loans,569427
779,empty,1,precludes,0.02750209,interests,568064
780,empty,1,exposing,0.02750209,national,567732
781,empty,1,uneconomical,0.027433120000000002,pending,567686
782,empty,1,malfunctions,0.027402870000000003,grant,567515
783,empty,1,unexpectedly,0.0269964,consolidation,567471
784,empty,1,indictment,0.026925599999999997,hereof,567328
785,empty,1,inconvenience,0.0268884,additionally,566804
786,empty,1,circumvention,0.026862,dependent,566130
787,empty,1,lacked,0.02655842,issues,565824
788,empty,1,suspensions,0.02648821,impairment,563630
789,empty,1,loses,0.026121659999999998,intended,562942
790,empty,1,threatens,0.02552238,need,562924
791,empty,1,interferes,0.02550483,expectations,562893
792,empty,1,circumvent,0.025277559999999998,investors,562414
793,empty,1,canceling,0.025257839999999997,amortized,562414
794,empty,1,strains,0.02514996,trading,561534
795,empty,1,suspect,0.02514532,profit,561412
796,empty,1,damaging,0.025115159999999997,summarized,560746
797,empty,1,unintended,0.0248239,taken,560306
798,empty,1,fictitious,0.02475145,borrowings,559936
799,empty,1,indefeasibly,0.02468935,acquisitions,559611
800,empty,1,anomalies,0.024317340000000003,referred,559497
801,empty,1,obstacles,0.02425464,funding,558626
802,empty,1,malfeasance,0.02397634,submission,558577
803,empty,1,hindered,0.0234864,gains,558553
804,empty,1,reckless,0.02340576,external,558101
805,empty,1,rejecting,0.02309466,calculated,557854
806,empty,1,underperformance,0.02295258,maintenance,557440
807,empty,1,miscalculations,0.0227029,transfer,557432
808,empty,1,disregarding,0.0226974,conducted,557056
809,empty,1,unrecoverable,0.0226281,unable,556552
810,empty,1,cancels,0.02228396,remain,556287
811,empty,1,crucial,0.022281779999999998,personnel,555784
812,empty,1,unreported,0.02191212,applied,554661
813,empty,1,disqualify,0.02190024,affiliates,554058
814,empty,1,escalated,0.021866760000000002,approval,553700
815,empty,1,disparage,0.021437449999999997,outside,552863
816,empty,1,defraud,0.02142247,restricted,552647
817,empty,1,stops,0.021413909999999998,government,551800
818,empty,1,prejudicial,0.02133794,local,550242
819,empty,1,unethical,0.02112156,take,550127
820,empty,1,nonconforming,0.02108658,derived,550022
821,empty,1,deteriorates,0.020637749999999996,together,549589
822,empty,1,understated,0.0205926,technology,549059
823,empty,1,foregone,0.020583149999999998,ongoing,549000
824,empty,1,vulnerabilities,0.02032784,highly,548845
825,empty,1,violence,0.02029664,documents,548629
826,empty,1,interfered,0.020228,perform,548516
827,empty,1,protests,0.01986767,underlying,548031
828,empty,1,contend,0.01986767,obtained,547689
829,empty,1,grievances,0.019809990000000003,contractual,546839
830,empty,1,arrearages,0.019504439999999998,small,546673
831,empty,1,mistakes,0.01949526,separate,546441
832,empty,1,lockout,0.019456499999999998,failure,545621
833,empty,1,argued,0.01942284,exceed,544019
834,empty,1,diminishing,0.019379999999999998,entitled,543529
835,empty,1,abandoning,0.01917485,combination,542488
836,empty,1,dysfunction,0.01907183,longer,542432
837,empty,1,disparagement,0.01901527,partially,542394
838,empty,1,recessions,0.018793999999999998,shall,541954
839,empty,1,disclaims,0.018792,monthly,541673
840,empty,1,alienated,0.018789,volume,541627
841,empty,1,pervasive,0.018529885,relationships,538856
842,empty,1,exculpation,0.018006255,quality,538732
843,empty,1,alienate,0.017888598,timing,538629
844,empty,1,quit,0.017854674999999997,contingencies,538627
845,empty,1,trouble,0.017852721,qualified,538352
846,empty,1,condemned,0.017669988,critical,538293
847,empty,1,urgent,0.017648896,charged,538218
848,empty,1,confusion,0.01759677,operate,538129
849,empty,1,perjury,0.017493997,trade,537978
850,empty,1,uncorrected,0.017490129,twelve,537877
851,empty,1,unwillingness,0.01746045,meaning,537509
852,empty,1,noncompetitive,0.01743176,staff,537107
853,empty,1,unusable,0.017240639999999998,termination,537087
854,empty,1,halted,0.017141783999999997,now,536657
855,empty,1,grossly,0.017138913,calculation,534870
856,empty,1,fraudulently,0.017106664,differences,533164
857,empty,1,unreliable,0.016985319,meeting,532233
858,empty,1,severities,0.016957976,dollars,531954
859,empty,1,burdened,0.016928751,develop,531390
860,empty,1,contradicted,0.0168796,condensed,530844
861,empty,1,reassignment,0.016813728,earned,530609
862,empty,1,abetting,0.016677648,strategy,530432
863,empty,1,misdemeanor,0.016563482,adjustment,530216
864,empty,1,incompatible,0.016562541,retained,530089
865,empty,1,exploiting,0.016562541,filer,529806
866,empty,1,mismatch,0.01654024,reflects,529635
867,empty,1,overturned,0.016489779,identify,529589
868,empty,1,disadvantages,0.01643498,nor,529582
869,empty,1,abusive,0.016292046,permitted,529363
870,empty,1,disapproved,0.016287381,consistent,528926
871,empty,1,revoking,0.01618014,performed,528250
872,empty,1,disturb,0.016109152,judgment,528132
873,empty,1,disparaging,0.016053136,settlement,528001
874,empty,1,incompetence,0.015841479999999998,early,527835
875,empty,1,uneconomic,0.01583228,preferred,527770
876,empty,1,embargoes,0.015735719999999998,document,527583
877,empty,1,revokes,0.01572655,particular,527119
878,empty,1,insufficiency,0.01566114,dividend,527094
879,empty,1,escalate,0.015633056,classified,527083
880,empty,1,setbacks,0.015456636,capacity,527072
881,empty,1,seized,0.015420564000000001,arising,526760
882,empty,1,obstruct,0.015149699999999999,dilutive,526388
883,empty,1,uncollectable,0.015090890000000001,free,526368
884,empty,1,breaking,0.015090890000000001,availability,526124
885,empty,1,drag,0.015062424000000001,percent,524421
886,empty,1,counterfeit,0.014953044,recently,523899
887,empty,1,spam,0.01482028,decline,523707
888,empty,1,fear,0.014583628,things,523349
889,empty,1,untimely,0.014553881999999999,determination,522297
890,empty,1,uncontrollable,0.014428174,measured,521559
891,empty,1,rejects,0.014417638,capitalized,521443
892,empty,1,nonrenewal,0.01435764,manner,521189
893,empty,1,diminishes,0.014287278,every,520572
894,empty,1,harsh,0.014285530000000001,fluctuations,520386
895,empty,1,disturbed,0.014263947,final,519644
896,empty,1,recalled,0.01416447,engaged,518477
897,empty,1,exacerbate,0.01415751,immediately,518298
898,empty,1,overstatement,0.014061006000000001,intends,518065
899,empty,1,irregular,0.014040458,decisions,517379
900,empty,1,lockouts,0.01403353,negative,516061
901,empty,1,condemning,0.013933998000000001,generate,515324
902,empty,1,incapacitated,0.013927957000000001,secured,515034
903,empty,1,crises,0.01377948,experienced,514979
904,empty,1,verdicts,0.01367316,court,513652
905,empty,1,denials,0.013612174000000001,single,513611
906,empty,1,nullifies,0.013588547999999999,international,513482
907,empty,1,prone,0.013427491,post,512509
908,empty,1,annulment,0.013325072,eliminated,511593
909,empty,1,crimes,0.013299168,voting,511243
910,empty,1,invalidation,0.013266552000000001,apply,510804
911,empty,1,inadequacy,0.013227247999999999,uses,510487
912,empty,1,nonattainment,0.01319976,properties,510367
913,empty,1,opportunistically,0.013169783000000001,maximum,510235
914,empty,1,overcapacity,0.013168944,site,509882
915,empty,1,conspired,0.013144867999999999,leases,509534
916,empty,1,undetermined,0.013134812,might,509126
917,empty,1,disallowances,0.013018739999999999,limitations,508909
918,empty,1,inefficient,0.012957568000000001,exposure,508789
919,empty,1,objectionable,0.01292205,update,508254
920,empty,1,weakens,0.012918726,intend,507332
921,empty,1,disallow,0.01289488,recognize,507207
922,empty,1,impermissible,0.012856961,hereby,507194
923,empty,1,absences,0.012766656,businesses,506918
924,empty,1,disclaimed,0.0127102,segment,506887
925,empty,1,divesting,0.012706904,units,506641
926,empty,1,poorly,0.012644004,incentive,506499
927,empty,1,unlicensed,0.012522762000000002,completion,505300
928,empty,1,unsuspected,0.012465216,excluding,505253
929,empty,1,overage,0.01242712,seek,504717
930,empty,1,lie,0.012424675000000001,classes,504241
931,empty,1,exculpatory,0.01215448,principally,503823
932,empty,1,jeopardized,0.012092160000000001,elected,503078
933,empty,1,rejections,0.011952241,sets,503052
934,empty,1,divorce,0.011859604,professional,503026
935,empty,1,deplete,0.0116841,temporary,502852
936,empty,1,disparity,0.011617484,production,502844
937,empty,1,omitting,0.011526155,work,502764
938,empty,1,impending,0.01144066,entire,502492
939,empty,1,lapsing,0.011409629000000001,yet,502407
940,empty,1,erode,0.011353924999999999,unit,502224
941,empty,1,displacement,0.011330014,concerning,502089
942,empty,1,renegotiating,0.011299911000000001,offer,502033
943,empty,1,litigating,0.011204424000000001,opportunities,500777
944,empty,1,litigant,0.011097240000000001,another,500588
945,empty,1,mismanagement,0.011031552,range,500038
946,empty,1,layoffs,0.01095633,continues,499944
947,empty,1,inferior,0.010919852,consisted,499840
948,empty,1,diverting,0.010774005,successful,499165
949,empty,1,understatement,0.010773246,shell,498173
950,empty,1,encroachments,0.010757536,smaller,497994
951,empty,1,uncollectibility,0.0106606,matter,496935
952,empty,1,suspicious,0.010659845,beyond,495712
953,empty,1,voided,0.010380829999999999,his,494506
954,empty,1,sluggish,0.010333644,combined,494231
955,empty,1,ignored,0.010276188,incur,494067
956,empty,1,annulled,0.010268036999999999,source,493578
957,empty,1,flaws,0.01024382,words,493344
958,empty,1,disclaimers,0.010197684,delivery,493309
959,empty,1,seize,0.010193994,restrictions,493221
960,empty,1,burned,0.010105514999999999,access,493017
961,empty,1,misrepresented,0.010055294,margin,492849
962,empty,1,questioned,0.009999349,areas,491583
963,empty,1,illegally,0.009923368,increasing,491315
964,empty,1,annul,0.009861258,notice,491272
965,empty,1,defensive,0.009806579999999999,restated,491243
966,empty,1,stopping,0.00975783,enter,491076
967,empty,1,injure,0.00975783,model,491026
968,empty,1,frivolous,0.009591536,request,490689
969,empty,1,concealed,0.00957099,assumed,490624
970,empty,1,negatives,0.00951855,ten,489879
971,empty,1,accused,0.009459144,assessment,489736
972,empty,1,foreclosing,0.009303885,cumulative,489193
973,empty,1,unavoidable,0.009276607999999999,allocated,488791
974,empty,1,curtailing,0.00911239,component,488506
975,empty,1,underutilized,0.009070271999999999,throughout,488426
976,empty,1,manipulate,0.00904195,special,488373
977,empty,1,closeout,0.009012284,employment,487518
978,empty,1,dissatisfied,0.009008814,down,487072
979,empty,1,reassessments,0.008990289,improvements,486824
980,empty,1,stressed,0.008979894,selected,486638
981,empty,1,inconclusive,0.008966244,determining,486404
982,empty,1,uncovered,0.00895448,developed,484520
983,empty,1,unintentional,0.0089079,limit,484068
984,empty,1,depleting,0.008853872,real,484067
985,empty,1,impediments,0.008836194,thousands,484058
986,empty,1,intermittent,0.008778275,inventory,483572
987,empty,1,irreparably,0.008734887,materials,483518
988,empty,1,susceptibility,0.008730106,reliability,483298
989,empty,1,lags,0.008655719999999999,terminated,483192
990,empty,1,rationalize,0.008649599999999999,pronouncements,483047
991,empty,1,misstated,0.008626695,representing,482964
992,empty,1,fears,0.0086233,treasury,482830
993,empty,1,disappointing,0.008581652,reserves,481937
994,empty,1,easing,0.008554104,having,481763
995,empty,1,monopoly,0.008499814,evidence,481445
996,empty,1,undermine,0.008475762,overview,481115
997,empty,1,outdated,0.00842105,expressed,480990
998,empty,1,unannounced,0.00839845,specifically,480829
999,empty,1,mismatches,0.00839376,publicly,480272
1000,empty,1,redress,0.00827659,defaults,479168
1001,empty,1,deterring,0.008274595,represented,478932
1002,empty,1,debarred,0.008244224,manage,478774
1003,empty,1,imperative,0.008229819000000001,definition,478751
1004,empty,1,misappropriating,0.008220537,chairman,477968
1005,empty,1,forcing,0.008204165999999999,systems,477057
1006,empty,1,misapplication,0.00815628,expire,476117
1007,empty,1,frustrate,0.008152320000000001,carried,475461
1008,empty,1,questioning,0.008107218,collectively,475053
1009,empty,1,usurious,0.00800496,consider,474802
1010,empty,1,hampered,0.007953748,derivative,474290
1011,empty,1,unlawfully,0.00787886,foregoing,473145
1012,empty,1,abnormally,0.007762132,useful,471776
1013,empty,1,impeding,0.007760844,objectives,471677
1014,empty,1,reassigned,0.007711704,comprised,471395
1015,empty,1,hamper,0.00766848,hold,470525
1016,empty,1,unwanted,0.0074033300000000005,decision,469720
1017,empty,1,inevitable,0.007331712000000001,members,469602
1018,empty,1,confiscation,0.007328582,difference,469490
1019,empty,1,suspends,0.007287696,relative,469474
1020,empty,1,chargeoffs,0.007258573,listed,469359
1021,empty,1,duress,0.00719758,warrants,469305
1022,empty,1,shutting,0.00718952,important,469153
1023,empty,1,precluding,0.007170496,measurement,468869
1024,empty,1,litigants,0.007144698,quarters,468451
1025,empty,1,arrearage,0.007100016,totaled,468116
1026,empty,1,divestment,0.007094472,files,468026
1027,empty,1,inactions,0.007072500000000001,firm,467879
1028,empty,1,idling,0.007029884,conform,467259
1029,empty,1,manipulated,0.0069346830000000005,certificate,467152
1030,empty,1,disrupting,0.0069202560000000005,omitted,466938
1031,empty,1,demise,0.006891878,measure,466655
1032,empty,1,oppositions,0.006806664,conversion,466619
1033,empty,1,prosecutions,0.006800031,comply,465990
1034,empty,1,embargo,0.0067398,environment,465666
1035,empty,1,unattractive,0.0067344,reserve,464907
1036,empty,1,relinquishes,0.006713592,how,464876
1037,empty,1,bans,0.006696404,ratio,464628
1038,empty,1,anomaly,0.006689826,projected,464600
1039,empty,1,overburden,0.0066005280000000005,test,464450
1040,empty,1,acquiesce,0.006554624,limitation,464408
1041,empty,1,lacking,0.006405165,favorable,464404
1042,empty,1,riskier,0.006365193999999999,submit,464181
1043,empty,1,uncontrolled,0.006227561,anticipates,463627
1044,empty,1,downgrading,0.00616763,conduct,463365
1045,empty,1,contention,0.00614829,maturities,463137
1046,empty,1,underestimate,0.006058712,previous,462749
1047,empty,1,erroneously,0.006035568,practicable,462299
1048,empty,1,obstruction,0.005956968,uncertainty,462194
1049,empty,1,dissenters,0.005947944,holding,461795
1050,empty,1,kickbacks,0.005927827000000001,positions,461246
1051,empty,1,insolvencies,0.005926138000000001,awards,461230
1052,empty,1,inappropriately,0.00591224,status,461126
